Sentiment,SentimentText,Processed_Text
0, @moogyboobles AHHHHHH - bloody Five. Why did they give away House (and me the Sky subscription)?,ahhhhhh bloodi five give away hous sky subscript
0,&quot;An existing connection was forcibly closed by the remote host&quot; doesn't sound to good ,exist connect forcibl close remot hostquot sound good
0, I. am. so. sorry.,sorri
1,#tts09 what we will have for lunch ,lunch
0,#whackwednesday My phone died ,phone die
1,&quot;Good Girls Go Bad&quot; - Cobra Starship (feat. Leighton Meester): my new favorite song ,girl go badquot cobra starship feat leighton meester new favorit song
0," not even one single reply.what are people look for nowadays? anyway, changed my hosting to GDI, also attended the webinar, not bad...",even one singl replywhat peopl look nowaday anyway chang host gdi also attend webinar bad
1,#followfriday @FreelanceSw @Fran6 @adii  @alisonmf @chrisspooner and a bit of personal promotion if you don't mind: @psdrecipes ,freelancesw fran6 adii alisonmf chrisspoon bit person promot mind psdrecip
0,"#inaperfectworld dr's would understand chronic pain &amp; tolerance to pain medications &amp; treat pain ADEQUATELY! Yeah, I'm dreaming... ",dr would understand chronic pain amp toler pain medic amp treat pain adequ yeah im dream
0," All those Non-Robsten posts are making me sad. I mean, I knew that, but to see it from others in words. So sad.",nonrobsten post make sad mean knew see other word sad
0,"#BGT Well that's it,,,she's gonna win. . . Fuckin hell ",well that itsh gon na win fuckin hell
0," I have an appt, but u all should go hear about palimpsests &amp; other interesting things tomorrow @machineproject http://tinyurl.com/m6qxqa",appt u go hear palimpsest amp interest thing tomorrow machineproject httptinyurlcomm6qxqa
1,"#3wordsregardingnkotb  Jen Loves Joey.... what? to self centered? Okay, fill in YOUR name and YOUR FAV then! ",jen love joey self center okay fill name fav
0, i actually do nat like my life at times like this  want to actually jst go and throw myself off a bridge.,actual nat like life time like want actual jst go throw bridg
1,"#web20 -- a good metaphor in democratic process: Truth is better served, not by transparency --  but by the opaqueness of private 'Vote' ",good metaphor democrat process truth better serv transpar opaqu privat vote
0,&amp;&amp; still got a bad cold. ,still got bad cold
0,- I'm so mad at my mom for not letting me and @amandambryant road trip to Iowa in July to see @VARSITYFC and @vfactory ,im mad mom let amandambry road trip iowa juli see varsityfc vfactori
0, i need to cheer up! Argh. i hate it when i'm like this.,need cheer argh hate im like
0, lost a follower! lol,follow lol
0, one day left not fair,day left fair
1, so wide.... the highest HD... so far!,wide highest hd far
1, amazing people ---&gt;  @geogurl @christophermc @feiticeira @bittersweetm #followfriday,peopl gt geogurl christophermc feiticeira bittersweetm followfriday
0, pens lost. that sucks majorly,lost suck majorli
1, concert later tonight!,later tonight
0,#iranelection makes me sad  see i do gotta heart!,make sad see got ta heart
0,#followfriday means one thing follow me @tick0  because I really want to be loved and listen to. ,mean one thing follow tick0 realli want love listen
1,=- time to fly,time fli
1, Finally! I finished a new item in my striped colorful knitted line! Want to see it? =&gt;&gt; http://bit.ly/UZtpT,finish new item stripe color knit line want see gtgt httpbitlyuztpt
1,#30SECONDSTOMARS #marsiscoming #30SECONDSTOMARS #marsiscoming #30SECONDSTOMARS #marsiscoming #30SECONDSTOMARS #marsiscoming ,marsiscom 30secondstomar marsiscom 30secondstomar marsiscom 30secondstomar marsiscom
0, im now free tonight. Dinner got cancald  downer,free tonight dinner got cancald downer
0, i misss youuu.,misss youuu
0, I've been saying since the beggining of the holidays I would get ALL my work finished. I've done none of it. Its in for tomorrow. Shit.,say sinc beggin holiday would get work finish ive done none tomorrow shit
0,  Jus Got Hom Fr. TDa Funeral... I'm So Sad! I Cried So Much Times! Much Love Grandpa!&lt;3 I Never Got To Say My Last &quot;Goodbye&quot; to Him.,got hom fr tda funer im sad cri much time much love grandpalt3 never got say last quotgoodbyequot
0,#iremember .. when i was so bored using twitter  its dying down on me ..,bore use twitter die
0,=- hates the summer only cz. it gives A hardcore tan on arms and face,hate summer cz give hardcor tan arm face
0, HOW is this possible? I demand a justification. No way can I stand a day of this at work tomorrow.,possibl demand justif way stand day work tomorrow
0,#trackle I NEVER WIN THESE GIVEAWAYS! I'm SAD! I'm about to cry! ,never win giveaway im sad im cri
0, Need for speed High stakes doesn't work with compatibility mode on. DAAMN YOU EA FOR MAKING A GOOD GAME THATS TO GOOD TO BE TRUUUEE,speed high stake work compat mode daamn ea make good game that good truuuee
1,#ontd is a trending topic!  Makes me quite happy. I spend far too much time on there.,trend topic make quit happi spend far much time
1, a goodmorning back at cha @moovmnt,goodmorn back cha moovmnt
0, that's so sad. I'm going to miss her. {blc+grt&lt;3},sad im go miss blcgrtlt3
0," British weather is back i see! Oh well Birtney, london and ciaraaaa in 5 dayssss ",weather back see oh well birtney london ciaraaaa 5 dayssss
1,#FollowFriday @jayewells is a supremely gifted writer whose books &amp; Tweets are a fantastic read which you can't get enough of ,jayewel suprem gift writer whose book amp tweet fantast read get enough
0, I'm not used to instantly not getting it. Twitter is hard ,use instantli get twitter hard
0, one down. Two to get this shit right. ... Kenny any minute now.,two get shit right kenni minut
1,#followfriday pt1 @floppyandbear @itsgabbith @Donnette @ZenDoc @Tweet_Words @kirash4 @timbury @JGDemas They're great so follow them ALL! ,pt1 floppyandbear itsgabbith donnett zendoc tweetword kirash4 timburi jgdema theyr great follow
0,"#nascar Rain at Dover  Please not another on-off, stop-start delayed race tonight.",rain dover pleas anoth onoff stopstart delay race tonight
0,"#hayfever I've tried everything from 69p tablets to ÃÂ£3 ones, nothing really works  Anyone heard of the laser light treatment??",ive tri everyth 69p tablet ãâ£3 one noth realli work anyon heard laser light treatment
0,  never get any photo comments on m space and more,get photo comment space
0, Cardinals lost...AGAIN!,lostagain
0,"#squarespace jailbreak for iPhone, where are yooouuu?? ",jailbreak iphon yooouuu
0,#bmwland HELP hit by uninsured driver  http://tinyurl.com/ny7pek,help hit uninsur driver httptinyurlcomny7pek
0, oh nooo crying time..this part of the movie is so sad,nooo cri timethi part movi sad
1,"&quot;no kissing? &quot; oh lacey, you make me smile ",kiss quot oh lacey make smile
0, on my way to work. SUCKS being dependent on the man!,way work suck depend man
0,"- @littlecharva - if the front wasn't black on both, I would have got the white one. As it is, the black looks sleek &amp; the white doesn't ",littlecharva front black would got white one black look sleek amp white
1," &lt;--- That is all, and believe me.. it's enough!",believ enough
0,#Canon's #5D Mark II on #sale at bestbuy.com! http://tinyurl.com/lxopjr But u still have to pay tax  no tax at B&amp;H.com!,5d mark ii sale bestbuycom httptinyurlcomlxopjr u still pay tax tax bamphcom
1,&quot;I am still waiting for explosion&quot; said Margaret in Apprentice ,still wait explosionquot said margaret apprentic
1,"#flylady  Well, I guess I better get off my franny and go to work.    Still very sleepy.  Oh well, one more week.",well guess better get franni go work still sleepi oh well one week
0,"#pakistan #t20 #cricket afridi won't play that well in final,no kallis on other side ",t20 cricket afridi play well finalno kalli side
0, stomach hurts. Cough. Headache. Getting more sick.. FML,hurt cough headach get sick fml
1,"#robotpickuplines --- No antivirus now, let's just keep it at the download level. ",antiviru let keep download level
1,- Yet another 6am studio finish...but great results  ,yet anoth 6am studio finishbut great result
0, i have to wake up early 2morrow..Boo!!...first stop starbucks,wake earli 2morrowboofirst stop starbuck
0, work rawr. I showered Jersey yesterday with volumizing shampoo. She looks like a lioness!,rawr shower jersey yesterday volum shampoo look like lioness
1,#goodsex: is always preceding &amp; followed by good head ,alway preced amp follow good head
0,&quot;Recovering&quot; from a party ,parti
1,#musicmonday Open Happiness is the ultimate summer song ,open happi ultim summer song
1," Currently getting dressed for ballet. Yes I am sitting here in a leotard, so what? Hahaa, I'm freezing...",get dress ballet ye sit leotard hahaa im freez
1, @PhillMason @Philoscribe Thank you. I am genuinely grateful,philoscrib thank genuin grate
0,#fuqtwitter is why Gokey made it higher than Anoop. ,gokey made higher anoop
0, wow this hurts,hurt
0,""" Thinking back to my comment to anax, I decided to write a really awful Harry Potter fanfic, rife with faked Mary Sue-ism...",think back comment anax decid write realli aw harri potter fanfic rife fake mari sueism
0, Run's family makes me happy. Thats a frown because it expresses my emotion better.,famili make happi that frown express emot better
0, really needs $ and needs to save alot,need need save alot
1,#musicmonday ,
1, your amazing,amaz
1, IM SO FUCKING RAD! *points at last tweet* only missed 3 TT's  which happen to be: #e3 #clothdiapers and JBARSODMG HAHA DONE!,fuck rad point last tweet miss 3 tt happen e3 clothdiap jbarsodmg haha done
0, my sisters are heart broken and I can't even help cause I am too.. // My unfollow button is just ASKING to be hit..,sister heart broken even help caus unfollow button ask hit
0, im so sad.. sister is leaving for across the country tmr..,sad sister leav across countri tmr
0, I hate Mondays.,hate monday
1,- Have a GREAT Sunday... be blessed and encouraged!! I'm going to PASS OUT now. haha Earlier than usual... yay!  GOD BLESS YOU!!!,great sunday bless encourag im go pass haha earlier usual yay god bless
0, Time to hate being female again http://plurk.com/p/xpy36,hate femal httpplurkcompxpy36
1,#startrek great movie ,great movi
0, cant drive yet but that dont matter Im gonna learn bout cars and motorbikes.,drive yet dont matter im gon na learn bout car motorbik
0, hungry and indecisive,indecis
1,- At a cabaret with my family; I love them!! .. In my comfort zone ,cabaret famili love comfort zone
0,"#addictedto cursing, ugh. It's a horrid habbit. ",curs ugh horrid habbit
0, i forgot to tell you guys that I didnt make  the cheer team  gggrr!! ,forgot tell guy didnt make cheer team gggrr
1,#bb10 sophie on all fours was worth watching ,sophi four worth watch
1,#Chesterday ?....!  I love Banana-Weizen - u know that? F***ing love it!,love bananaweizen u know fing love
1,"#shaundiviney still number 1 trending topic  ohh i love him sooo much, 3 replies now woo hoo now 2 get one from andy &amp; bradie haha",still number 1 trend topic ohh love sooo much 3 repli woo hoo 2 get one andi amp bradi haha
1,&quot;Jon &amp; Kate Plus 8&quot; marathon commencing... ,amp kate plu 8quot marathon commenc
1,#followfriday @katematlock (she gets her own b/c she's just that cool)  ,katematlock get bc she cool
0, whatever it's my birthday I'm not letting anything get in my way,birthday im let anyth get way
1,#FollowFriday @nik_kee_dee cos she plays the bass in HOTPANTS!??? OMG! ,nikkeede co play bass hotpant omg
0, pulled a muscle and still doing Fucking p.e,muscl still fuck pe
0, Just lost one of my best twitter buds. t'other'un isnt here either. anyone want a new TBF?! ,lost one best twitter bud totherun isnt either anyon want new tbf
1,#E3 is now a trending topic  Cool! In about one hour Microsoft kicks it off!,trend topic cool one hour microsoft kick
1,"&quot;And I know that we've still gotttttt time, but I do not think we're invinsibleee&quot; Juggernauts - enter shikari. This song makes me happy ",know weve still gotttttt time think invinsibleeequot juggernaut enter shikari song make happi
0,"- is a little upset at this hair thing ..      work tonight , wendy's anyone ?",littl upset hair thing work tonight wendi anyon
0,  6:30...what's wrong wit it?,wrong wit
1,#musicmonday @Ryan_Leslie &quot;rescue you&quot; loves this song!... such n awesome artist...very inspiring person... ,ryanlesli quotrescu youquot love song n awesom artistveri inspir person
1,    You're the only one who can see this cause no one else is following me this is for you because you're pretty awesome,one see caus one els follow your pretti awesom
1,&quot;Diamonds Aren't Forever&quot; - Bring Me The Horizon.! &lt;3 ,foreverquot bring horizon lt3
0, woke up to a nightmare...,nightmar
0," My head is hurting, my throat is sore, I can't hear the Day26 leak, the Day26 album on Amazon is fuc*ing expensive, I have homework :'(",head hurt throat sore hear day26 leak day26 album amazon fuce expens homework
1,"- Oomg..what a night! Serious..what a night!  Work in 6 hours.. :-/ Getting to bed smiling..  Goooood nite, friends!",oomgwhat night seriouswhat night work 6 hour get bed smile goooood nite friend
1, i love singing along with my baby  ....our favorite song is the best !!! ... and sex was delicious &lt;3 hahaha,love sing along babi favorit song best sex delici lt3 hahaha
1, Am I feeding the Pig'?,feed pig
1,"#tdg ended up working a lot more in project A, but sometimes you just can't help it ",end work lot project sometim help
1,&amp; Rebecca are training with Steph today!! ,rebecca train steph today
1,$@akfarrell I can see that. Of course if you see every reply it might drown out your stream   Ideally they'd let u choose on clientside.,see cours see everi repli might drown stream ideal theyd let u choos clientsid
1,#follow @spreadingjoy the name say it all ,spreadingjoy name say
0,#honestysundays I never get more that 4 hours of sleep Mon-Fir ,never get 4 hour sleep monfir
0, i miss @pppamp,miss pppamp
1,&lt;3'ing me right now........... ,right
0,#last.fm is down ,
0, only 15:00 - slow today.,1500 slow today
1," @DirtyRose17  told you, you would sweep haha :-p",told would sweep haha p
1,#followfriday Follow @digiprod if you love when Tweeters who aren't afraid to speak their opinion also great content without all the BS. ,follow digiprod love tweeter afraid speak opinion also great content without bs
0, im sleepy... about to go home and take a nap,sleepi go home take nap
0,#inmysweetestdreams I would only purchase size 34 jeans and be able to shop in h&amp;m ,would purchas size 34 jean abl shop hampm
1,#andyclemmensen i think this just might work for #andyclemmensen  ,think might work andyclemmensen
1, last nite  -- tryin to recover,nite tryin recov
0, lost my bid on ebay. Oh well there's always next time.,bid ebay oh well there alway next time
1,"#SanctuarySunday @Sus555 thanks for joining on #SanctuarySunday, follow more Sanctuary people to keep up to date on the tweets! ",sus555 thank join sanctuarysunday follow sanctuari peopl keep date tweet
1," @CranberryPerson Dear hyper chihuahua, we only have 45 minutes left together on this drive, but I have a .. http://tr.im/lAj6",dear hyper chihuahua 45 minut left togeth drive httptrimlaj6
0, science exhamination on monday!,exhamin monday
1," &quot;Y must people insist on talking about stupid politics on the comments of a bubblegum pop song. Sorry, get out&quot; http://tinyurl.com/ljgec2",must peopl insist talk stupid polit comment bubblegum pop song sorri get outquot httptinyurlcomljgec2
1,#followfriday gutzanu ,gutzanu
1,"&quot;Fate fell short this time, your smile fades in the summer. place your hand in mine, i'll leave when i wanna.&quot; ",fell short time smile fade summer place hand mine ill leav wannaquot
0,#FollowFriday In honor of my web buddies who moved.  @warpdesign @cianan @BigToach @mikedelgado,honor web buddi move warpdesign cianan bigtoach mikedelgado
1,#musicmonday Incomplete - The Last Goodnight! ,incomplet last goodnight
1,#3hotwords Bank Holiday Weekend... ,bank holiday weekend
0, only got 2 lawn tickets for blink...,got 2 lawn ticket blink
1,&quot;my wang is as hard as a prosthetic leg.&quot; best night in boston!! ,wang hard prosthet legquot best night boston
0, hm.. Can I be the nut?,nut
1,"#haveyouever done a free conference call with @whistletree? If not, you're missin' out ",done free confer call whistletre your missin
1,!@littledotty I didn't even realise Sheppey had any tearooms  I only ever go to Tesco's and I haven't been to the other coastal towns..,even realis sheppey tearoom ever go tesco coastal town
0, as my old comp duied on me 2 weeks ago ... but not to fear i will find a way to post up music no matter what,old comp dui 2 week ago fear find way post music matter
0, why is this taking so long!?,take long
1,- new niley icon. just made it myself right now; is it okay? ,new niley icon made right okay
1," Good morning guys making my morning cup of coffee xoxox, A rainy day off... whatever!",morn guy make morn cup coffe xoxox raini day whatev
1,#followfriday @Mandie_M @Verwon @mmangen  @drpants @scarletmandy @churchpunkmom and some more awesome tweeps! Followww! &lt;3 ,mandiem verwon mmangen drpant scarletmandi churchpunkmom awesom tweep followww lt3
0, @kvetchingeditor's kashrut convo makes me want to keep more kosher but my roomies catholic &amp; he has a pork loin in the fridge #kosherFAIL,kashrut convo make want keep kosher roomi cathol amp pork loin fridg kosherfail
0,#Musicmonday I'm in a new york state of mind! And I really am stuck in chicago missing ny ,im new york state mind realli stuck chicago miss ny
1,#followfriday - go follow @jstudios. You might just get to be her 200th follower ,go follow jstudio might get 200th follow
1,#myweakness batman ,batman
0, I'm so tired that I can't sleep!  What the F?!,tire sleep f
1, it aint even sun here yet we still sleepin on this side of the world but thank you ,aint even sun yet still sleepin side world thank
0," i just went to take a sip of my tea, and lifted the wrong cup. mmmm cold tea!",went take sip tea lift wrong cup mmmm cold tea
1,"&quot;do you like bread?&quot; &quot;do you have a beard?&quot; wtf, confused.com advert?! ",like breadquot quotdo beardquot wtf confusedcom advert
0,#F1 #FelipeBaby That ruins the 'how many spins' sweepstake ,felipebabi ruin mani spin sweepstak
1,"#goodsex in the gym showers ,sweat drippin' all over your bodies ",gym shower sweat drippin bodi
0,#robotpickuplines I got popup blocked ,got popup block
1,#delongeday ,
0,   Really Dont Like Doing my Room Its So Boring  Sick Of Doing My Wardrobe Out Cant Waiit Till I Have My Walk In One  Yay,dont like room bore sick wardrob cant waiit till walk one yay
1,&quot;Allah Kareem&quot; 2009 Album is OUT!!! RUN to the stores and BUY your copy NOW!! Album is also available too at WassoufBook.com Congrats ALL ,kareemquot 2009 album run store buy copi album also avail wassoufbookcom congrat
0, my legs hurt!,leg hurt
1,  just got home,got home
0, wishing i could fall off the face of the earth! Why does school have to be soooooo expensive?!!,could fall face earth school soooooo expens
0,#DearApple where are all my #iPhone push apps?? So far I only have AIM ,iphon push app far aim
1,"#followfriday because shes a lovely soul that allways makes you feel welcome, and who you could never hate @salandpepper  x",she love soul allway make feel welcom could never hate salandpepp x
1,&lt;33 im in such a mcfly mood!  lol they are so amazing im listening to that girl right nowww,im mcfli mood lol amaz im listen girl right nowww
1,#followfriday @RobertsonGames because gamer geeks have the greatest senses of humor ,robertsongam gamer geek greatest sens humor
0, without my michaels 50% off coupons i am like a crack addict without crack! i need a job....again,michael 50 coupon like crack addict without crack need jobagain
0, My foot's asleep! It won't wake up! Rawr.,foot asleep wake rawr
1, isn't today a wonderful day?,today wonder day
0, owireee,
0,=- this is what I get for sleeping in today...hello 3:30 am...,get sleep todayhello 330
1, Love your crockpot? &quot;One Week of Easy Crock-Pot Desserts - Associated Content&quot; ( http://tinyurl.com/m4gnor ),crockpot quoton week easi crockpot dessert associ contentquot httptinyurlcomm4gnor
0, I'm so sorry for your loss. @yeokerlinexd,sorri loss yeokerlinexd
0,- eShoot canceled... It's storming and raining in Tampa!  ,eshoot cancel storm rain tampa
0, - ticketsandpassports: ÃÂ lmao your not a nerd. i think its cool when guys like anime. http://tumblr.com/xqn1x1tue,ticketsandpassport ãâ lmao nerd think cool guy like anim httptumblrcomxqn1x1tu
1,"- Yummy, donuts. Thanks Dad! ",yummi donut thank dad
1,#marsiscoming #marsiscoming #marsiscoming #marsiscoming I got new followers ,marsiscom marsiscom marsiscom got new follow
0,    HUGE roll of thunder just now...SO scary!!!!,roll thunder nowso scari
0, ugh!  can't sleep my top teeth &amp; nose hurt soooo bad ,sleep top teeth amp nose hurt soooo bad
0, why am i not in dallas? goodnight.,dalla goodnight
1, Can't Wait For Hills Finale Tonight! Ã¢ÂÂ¥,wait hill final tonight ã¢ââ¥
0, I want a regular day,want regular day
0, I dislike myself right now. Maybe A Letter To You will help a bit. Gonna lay down : /,dislik right mayb letter help bit gon na lay
1,"&quot;Hes everything to me, more than a story, more than words on a page, of history, hes the air that I breathe, the water I thirst for&quot; ",everyth stori word page histori he air breath water thirst forquot
1,"#followfriday @pet2107 She's very beautiful and she shares her cupcakes, what more could a girl ask for? ",pet2107 she beauti share cupcak could girl ask
1,&lt;- I am pretty sure MSTRKRFT melted my face off last might but Justin says it's still there. ,pretti sure mstrkrft melt face last might justin say still
0, why are all my mates basically all of them are in relationships.......and i got none not even close ,mate basic relationshipsand got none even close
1,#squarespace welcome to tuesday ,welcom tuesday
0, no more gun range ... Place closes early,gun rang place close earli
0,#drunkstories once I didn't eat before I went to happy hour  I fell asleep at the bar http://tinyurl.com/n4wvgw,eat went happi hour fell asleep bar httptinyurlcomn4wvgw
1,"#bing In maps, use Birds Eye view for closeup. But the images are about 2 years old. I can still see Stephanie in my back yard ",map use bird eye view closeup imag 2 year old still see stephani back yard
0, long ride home and i am bored,ride home bore
0,#Internetweek is here! Wish so hard I wasn't leaving in the middle of it. ,wish hard leav middl
1, I'm exactly where I want to be. )),exactli want
0,- wondering if they'll find out what happened to that plane...and if they'll ever find it. Just glad no-one's yelling 'terrorism'...yet ,wonder theyll find happen planeand theyll ever find glad noon yell terrorismyet
0," &quot; Vandals paint swastikas on home of author of gay, lesbian church story : Naples Daily News&quot; ( http://bit.ly/11zyzl )",vandal paint swastika home author gay lesbian church stori napl daili newsquot httpbitly11zyzl
0, i cant see anything!!!!!! Im from spain and i cant see it!!! It isnt fair!,cant see anyth im spain cant see isnt fair
0, no sleep for me... Y they always fight at club One every week... -_-,sleep alway fight club one everi week
0, never thought it'd be like this.,thought itd like
0, i can't type! my mad typing skills are screwed! this damn papercut!,type mad type skill screw damn papercut
0, i think i've killed my laptop,think ive kill laptop
0,#E3 here come the stats ,come stat
0,#lethtweetup I'm not feeling well. My supper isn't agreeing with me. I might not make it tonight. ,im feel well supper agre might make tonight
0, after next wednesday i wont be able to snuggle with lilly when i go to bed. she's the BEST dog ever.,next wednesday wont abl snuggl lilli go bed she best dog ever
1,- watching I'm a celebrity get me out of here hah ,watch im celebr get hah
1,"#FollowFriday @ColleenLindsay is a great woman whose Tweets are endearing, smart, wise, pithy, witty &amp; fun. You'll enjoy every one! ",colleenlindsay great woman whose tweet endear smart wise pithi witti amp fun youll enjoy everi one
0, My Wireless is being silly      &gt;&lt;         Grrrh !                                                -----,wireless silli gtlt grrrh
1, yay for summer!!! Its officially summer when there are a lot of teenagers in the pool!! Lol,summer offici summer lot teenag pool lol
0,#marsiscoming but not to ireland ,ireland
1,"#followfriday @Jason_Pollock (sry, Jason!), @twitanthropy, @earlyword, @denmarked, @storyofstuff, @vph, @IPPNW, &amp; http://bit.ly/asI-today ",jasonpollock sri jason twitanthropi earlyword denmark storyofstuff vph ippnw amp httpbitlyasitoday
0,  I'm out of Nutella  ,nutella
1, i love my momma &lt;3,love momma lt3
1,"&quot;A well-spent day brings happy sleep.&quot; ~Leonardo da Vinci. Good night all, I'm off to happy land ",wellspent day bring happi sleepquot leonardo da vinci good night im happi land
1,#seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day #seb-day pronto ,sebday sebday sebday sebday sebday sebday sebday sebday sebday sebday sebday sebday sebday pronto
0,  Things are not good in my head. I may not be around a lot this weekend.,good head may around lot weekend
0, food poisoning ?,poison
0, stupid boston now im not gonna see vanananana.. coodnt they go ther after california,boston im gon na see vanananana coodnt go ther california
0, homework. uggh,uggh
0,#Iranelection  We Miss Neda ,miss neda
1,#followfriday @italianmama2 an incredibly sweet and encouraging person who always makes me smile ,italianmama2 incred sweet encourag person alway make smile
0,"&lt;- hates web twitter BTW, but RP column won't save all the tweets ",hate web twitter btw rp column save tweet
1,#followfriday @AngelWardriver A great digger!  She is a real sweetheart!  And welcome to Twitter! ,angelwardriv great digger real sweetheart welcom twitter
0, repetition of a word two times in a tweet fail,word two time tweet fail
0," 2pm, lunchtime is over and da boss is back in town...",lunchtim da boss back town
0, cheese and pickle sandwich with too much pickle = urgh!!,pickl sandwich much pickl urgh
0, bored..i've sat inside this house the past 2 days...sucky,sat insid hous past 2 dayssucki
1," the result of a sunday night, I really need a better camera though http://bit.ly/CZyBW",result sunday night realli need better camera though httpbitlyczybw
0, I'D RATHER BE IN THE  BAHAMAS!,rather bahama
0, its summer n iv got a cold,summer n iv got cold
0," can't get motivated, it might b the sunday crying club for me!!",get motiv might b sunday cri club
0, lets get like icecream after to make u feel better!,get like icecream make u feel better
1, xo - I want to remind me -  ? http://blip.fm/~7d9p7,want remind httpblipfm7d9p7
0, I wanna watch transformers; Revenge of the fallen.. aw man. Seems soo good !,wan na watch transform reveng fallen aw man seem soo good
1, aww dont make me blush!,dont make blush
0, .. why the jonas are bad with us !! come to paraguay,jona bad us come paraguay
0, mono is the worst....,worst
1,#musicmonday I never get tired of listening to this.  Ã¢ÂÂ« http://blip.fm/~7f9vq,never get tire listen ã¢ââ « httpblipfm7f9vq
1,&amp; also you are so fucking obnoxious no one likes you. oh &amp; btw i love my boyfriend ,also fuck obnoxi one like oh amp btw love boyfriend
1,#iremember when i was young and it was so uncomplicated... no bills... no boyfriends... it was all lego and grilled cheese ,young uncompl bill boyfriend lego grill chees
0,=-- is worried about her mom.,worri mom
0, im in a good mood despite the fact my lunch is being taken over by uni shittee!! Will have to do some after the View!!  bad times!,good mood despit fact lunch taken uni shitte view bad time
0, @MaMii_THiCKNESS don't do dat. jst tell em 2 suck ur dyck! that always makes me feel better,dat jst tell em 2 suck ur dyck alway make feel better
0,#inaperfectworld @jonasbrothers would be here rite now  and id have a job and money instead a of a job thats convenient for the employer:@,jonasbroth would rite id job money instead job that conveni employ
1,&quot;I want an Edward Cullen.&quot; Don't we all ,want edward cullenquot
0,#BestFamousTweets -- Melissa Gilbert has talked to me....  Don't think Kirstie has.  ,melissa gilbert talk think kirsti
0, I would LOVE to ride the superman right now...,would love ride superman right
0,#iremember Dunk-a-roo's...miss those. ,dunkaroosmiss
0, I wanna get crunk with randoms again. Just not as bad. Lol,wan na get crunk random bad lol
1,#3wordsaftersex I'm sleeping now ,im sleep
0, Still waiting for that bus. Hope it comes soon. Then on another bus to my way home. (Waits patiently),wait bu hope come soon anoth bu way home wait patient
0,#badsex is when ur pussy is so dry it make the condom burn me!! Rugs burn on ur dick aint fun ,ur pussi dri make condom burn rug burn ur dick aint fun
0, Detroit won the first game with a score of 3-1. Red Wings lead series 1-0. ! ,first game score 31 red wing lead seri 10
0, damn thuderstorms woke me up.. wish my bebe was here with me. I love you RICHARD,thuderstorm woke wish bebe love richard
1, I love talking to you. Even if its simple words.,love talk even simpl word
1," yay for boating, sunshine, and fun times with friends",boat sunshin fun time friend
0, can't get it off my mind... &lt;/3,get mind lt3
1, yay! Cookies from jab!,cooki jab
0, @squarespace it's now fathers day and you haven't picked me...yet. I kind of want to incessantly bother you...#squarespace,father day pick meyet kind want incessantli bother yousquarespac
0, i don't like thunderstorms! just let me hide!,like thunderstorm let hide
1, glad I could help...or not depending on how much $ you spend ;),could helpor depend much spend
0, there's something flying around the house. it's buzzing.  I DON'T KNOW WHAT IT IS!,someth fli around hous buzz know
1,#aamaustin @ final panel on rising in a downturn. great group of speakers. katie tolin - who knew the Amish had a hub? too funny. ,final panel rise downturn great group speaker kati tolin knew amish hub funni
1, Study leave!  Finally!,leav final
0, wasted a grand yesterday. Just sunk in. And sadly I'm gonna be back to shopping in a few hours. Must kick habit.,grand yesterday sunk sadli im gon na back shop hour must kick habit
0," none of the girls I know at Halmark are working. My poor lunch will be warm by the time I eat it, its gonna be warm ",girl know halmark work poor lunch warm time eat gon na warm
1,#spymaster any chance of an invite from anyone? ,chanc invit anyon
0, Sydney just broke up with me,broke
0,&quot;if that boy don't know you by now. He will never ever love you&quot; ,boy know never ever love youquot
1,&quot;a friend is someone who walks in when the whole world walks out&quot; - cute. ,friend someon walk whole world walk outquot cute
0, Does anyone know how to treat a bug bite on a dog?,anyon know treat bug bite dog
1,"&quot;funny the way it is if u think about it someone's broken heart has become ur favorite song&quot; perfect for @ddlovato, an amazing artist ",way u think someon broken heart becom ur favorit songquot perfect ddlovato amaz artist
1,&lt;3 i love ROBBIE WILLIAMS! ,love robbi william
0, she's gone.,gone
0, okay have a good evening everybody.,good even everybodi
1,#musicmonday Daniel merriweathers live lounge performance was great   http://yfrog.com/0zmvnj,daniel merriweath live loung perform great httpyfrogcom0zmvnj
1, Merisha got a scholarship!!!!,got scholarship
0, I miss you.Where are you? D:,miss youwher
0, I won't see you at all tomorrow. Its work then movies. Then sleep before more work. The one day a yr I should see you I won't... ,see tomorrow work movi sleep work one day yr see
0, I have no hair left trying to book train to Sheffield for Sun .. anyone ? I'm helping a pal fufill a dream to see Beyonce ... STRESS !,hair left tri book train sheffield sun anyon im help pal fufil dream see beyonc stress
0,   Wondering why I feel like I do...I'll feel better though...Its all good! I'll be happy inspite of...Tweet ya lata ,feel like doill feel better thoughit good ill happi inspit oftweet ya lata
0,   hoping to see my baby girl,see babi girl
0, I'm too tired for 21 more days of this; I miss you&lt;3,tire 21 day miss yoult3
1,"#SanctuarySunday hehe, tesla &amp; magnus.....very interesting chemistry  lol",hehe tesla amp magnusveri interest chemistri lol
1,#barcamphanoi with the two last sessions before going to #beercamp ,two last session go beercamp
1, whooo time to kill some zombies,time kill zombi
0,"#flylady finger cut,while washing a class that broke  plaster on lets put timer on 2 continue with dishes ...",finger cutwhil wash class broke plaster let put timer 2 continu dish
